id,nama,age,gender,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu,latitude,longitude,latitude_restaurant,longitude_restaurant,review
1057,User1057,40,Female,83.2,Dessert,Starbucks,75.49118452,121,2,-6.121419,106.702613,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
1058,User1058,51,Male,97.89,Beverage,JCo,27.85120087,387,14,-6.149845,106.823373,-6.200214681,106.8234153,Very tasty and well-prepared.
1059,User1059,64,Male,95.96,Beverage,KFC,63.86262637,466,17,-6.139064,106.71825,-6.192915894,106.820339,Very tasty and well-prepared.
1060,User1060,36,Male,39.22,Healthy,McDonald's,61.31296915,393,17,-6.110111,106.767681,-6.191438909,106.8429918,The food was bland and tasteless.
1061,User1061,53,Male,40.16,Dessert,JCo,58.36715216,275,10,-6.144337,106.733933,-6.200214681,106.8234153,The food was bland and tasteless.
1062,User1062,66,Female,91.25,Beverage,JCo,25.58973513,308,18,-6.166276,106.854854,-6.200214681,106.8234153,Very tasty and well-prepared.
1063,User1063,38,Male,35.26,Dessert,Starbucks,62.96843942,49,10,-6.100519,106.899938,-6.184808705,106.8234289,The food was delicious and fresh!
1064,User1064,23,Male,17.21,Healthy,KFC,39.88126139,232,0,-6.121354,106.829338,-6.192915894,106.820339,"Not worth the price, very disappointing."
1065,User1065,53,Male,81.09,Dessert,Mi Gacoan,47.89258825,421,4,-6.12205,106.872673,-6.17657643,106.8054332,The food was bland and tasteless.
1066,User1066,65,Male,31.13,Healthy,Starbucks,33.8449653,475,18,-6.128462,106.847318,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
1067,User1067,31,Female,13.16,Dessert,JCo,39.94769888,426,13,-6.175782,106.891351,-6.200214681,106.8234153,"Great food, definitely coming back."
1068,User1068,58,Male,76.42,Fast Food,Starbucks,50.83010989,292,6,-6.116314,106.884688,-6.184808705,106.8234289,"Poor quality, not worth the money."
1069,User1069,57,Female,95.54,Fast Food,Mi Gacoan,52.91650073,325,12,-6.100797,106.747037,-6.17657643,106.8054332,"Not worth the price, very disappointing."
1070,User1070,48,Male,34.54,Fast Food,Mi Gacoan,50.79515587,377,7,-6.115717,106.874186,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
1071,User1071,29,Male,83.55,Dessert,JCo,29.14315572,447,1,-6.149806,106.808036,-6.200214681,106.8234153,"Great food, definitely coming back."
1072,User1072,26,Female,14.33,Beverage,Mi Gacoan,25.51449651,73,15,-6.14573,106.771144,-6.17657643,106.8054332,The food was delicious and fresh!
1073,User1073,44,Female,18.03,Healthy,Burger King,54.18360187,424,13,-6.100078,106.821865,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
1074,User1074,58,Male,25.17,Dessert,Mi Gacoan,59.82889516,273,6,-6.139246,106.703961,-6.17657643,106.8054332,"Not worth the price, very disappointing."
1075,User1075,49,Female,30.87,Dessert,KFC,17.84159941,24,0,-6.163683,106.833988,-6.192915894,106.820339,Very tasty and well-prepared.
1076,User1076,44,Female,76.18,Beverage,KFC,40.83338241,103,2,-6.13967,106.871467,-6.192915894,106.820339,"Excellent taste, worth every penny!"
1077,User1077,68,Male,70.11,Dessert,JCo,47.29571811,187,2,-6.118151,106.799313,-6.200214681,106.8234153,"Not worth the price, very disappointing."
1078,User1078,55,Female,69.02,Beverage,Mi Gacoan,16.37049098,133,0,-6.188417,106.832547,-6.17657643,106.8054332,"Not worth the price, very disappointing."
1079,User1079,37,Male,24.79,Healthy,Starbucks,14.09022471,456,5,-6.161656,106.834065,-6.184808705,106.8234289,"Not worth the price, very disappointing."
1080,User1080,49,Male,33.4,Healthy,Starbucks,16.84760227,179,1,-6.154462,106.826158,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
1081,User1081,24,Male,74.77,Healthy,Mi Gacoan,55.98814497,44,1,-6.110179,106.729053,-6.17657643,106.8054332,"Great food, definitely coming back."
1082,User1082,69,Female,42.87,Beverage,JCo,70.72899862,25,17,-6.153052,106.704609,-6.200214681,106.8234153,The food was bland and tasteless.
1083,User1083,55,Female,21.76,Beverage,McDonald's,63.05425066,222,1,-6.137444,106.742634,-6.191438909,106.8429918,The food was bland and tasteless.
1084,User1084,29,Male,79.36,Beverage,Starbucks,31.43419257,77,17,-6.137621,106.855107,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
1085,User1085,33,Male,63.44,Healthy,Burger King,44.77554869,392,1,-6.124299,106.890874,-6.194020442,106.8497223,"Poor quality, not worth the money."
1086,User1086,62,Male,7.44,Dessert,Burger King,62.29087772,330,5,-6.118481,106.766218,-6.194020442,106.8497223,"Poor quality, not worth the money."
1087,User1087,22,Male,90.08,Fast Food,Burger King,72.61714463,88,19,-6.104405,106.753802,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
1088,User1088,53,Female,65.76,Healthy,Mi Gacoan,57.23825104,215,3,-6.120121,106.892125,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
1089,User1089,68,Female,84.95,Fast Food,Mi Gacoan,46.70092641,163,16,-6.191875,106.722437,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
1090,User1090,35,Female,28.47,Beverage,Starbucks,22.86951995,427,8,-6.158818,106.855576,-6.184808705,106.8234289,"Terrible experience, food was awful."
1091,User1091,62,Female,68.35,Dessert,Starbucks,24.8268912,377,13,-6.140626,106.815441,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
1092,User1092,43,Female,27.05,Fast Food,Mi Gacoan,40.73852227,476,2,-6.104451,106.82046,-6.17657643,106.8054332,The food was bland and tasteless.
1093,User1093,30,Male,57.46,Dessert,Starbucks,47.7672776,468,6,-6.132747,106.892309,-6.184808705,106.8234289,"Great food, definitely coming back."
1094,User1094,18,Female,59.99,Beverage,KFC,52.1719038,403,2,-6.180634,106.726862,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1095,User1095,50,Female,61.41,Healthy,KFC,48.36673122,301,1,-6.10766,106.83989,-6.192915894,106.820339,The food was delicious and fresh!
1096,User1096,24,Male,34.06,Dessert,Burger King,65.16621321,99,5,-6.109234,106.767933,-6.194020442,106.8497223,The food was delicious and fresh!
1097,User1097,53,Male,15.26,Dessert,JCo,62.40404112,26,16,-6.104433,106.883056,-6.200214681,106.8234153,Very tasty and well-prepared.
1098,User1098,59,Female,39.1,Fast Food,KFC,49.2003006,126,9,-6.13416,106.887105,-6.192915894,106.820339,The food was bland and tasteless.
1099,User1099,58,Male,63.3,Dessert,KFC,51.38616735,308,18,-6.190511,106.72751,-6.192915894,106.820339,"Poor quality, not worth the money."
1100,User1100,37,Male,45.84,Fast Food,McDonald's,50.49389645,375,11,-6.118814,106.898306,-6.191438909,106.8429918,Very tasty and well-prepared.
1101,User1101,53,Female,62.18,Healthy,Burger King,38.65639978,47,0,-6.134273,106.813451,-6.194020442,106.8497223,The food was delicious and fresh!
1102,User1102,47,Male,97.16,Dessert,KFC,50.46370444,276,19,-6.178312,106.730322,-6.192915894,106.820339,The food was delicious and fresh!
1103,User1103,60,Female,48.55,Beverage,Starbucks,7.881279566,128,12,-6.198447,106.827568,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
1104,User1104,41,Female,42.3,Fast Food,McDonald's,83.27611822,304,16,-6.129885,106.705654,-6.191438909,106.8429918,Very tasty and well-prepared.
1105,User1105,43,Female,62.34,Fast Food,Mi Gacoan,47.36018092,195,7,-6.193271,106.721491,-6.17657643,106.8054332,"Not worth the price, very disappointing."
1106,User1106,38,Male,30.83,Healthy,KFC,20.09346306,93,8,-6.176381,106.788005,-6.192915894,106.820339,The food was delicious and fresh!
1107,User1107,62,Male,81.5,Dessert,McDonald's,62.02796322,154,8,-6.150725,106.738548,-6.191438909,106.8429918,"Poor quality, not worth the money."
1108,User1108,26,Male,24.49,Fast Food,Starbucks,33.58853177,207,17,-6.131313,106.852184,-6.184808705,106.8234289,The food was bland and tasteless.
1109,User1109,56,Male,79.05,Healthy,JCo,33.17256,343,12,-6.181526,106.766452,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
1110,User1110,40,Male,99.33,Healthy,JCo,49.61690254,373,15,-6.187618,106.73464,-6.200214681,106.8234153,"Great food, definitely coming back."
1111,User1111,57,Male,27.36,Beverage,JCo,35.74884832,367,19,-6.164822,106.769354,-6.200214681,106.8234153,The food was bland and tasteless.
1112,User1112,68,Male,22.98,Healthy,Mi Gacoan,46.17844772,426,9,-6.117437,106.746516,-6.17657643,106.8054332,"Terrible experience, food was awful."
1113,User1113,33,Female,47.84,Fast Food,Burger King,71.74460467,266,18,-6.102504,106.757822,-6.194020442,106.8497223,Very tasty and well-prepared.
1114,User1114,22,Female,23.68,Dessert,JCo,62.56548476,30,6,-6.139665,106.727907,-6.200214681,106.8234153,"Great food, definitely coming back."
1115,User1115,29,Female,78.3,Dessert,Burger King,38.12000589,175,5,-6.149156,106.79742,-6.194020442,106.8497223,"Poor quality, not worth the money."
1116,User1116,44,Female,60.13,Dessert,Burger King,55.48542639,273,2,-6.131688,106.771149,-6.194020442,106.8497223,Very tasty and well-prepared.
1117,User1117,29,Female,5.7,Dessert,JCo,17.39336712,420,6,-6.189229,106.852868,-6.200214681,106.8234153,"Not worth the price, very disappointing."
1118,User1118,44,Female,24.67,Beverage,KFC,47.85365247,223,5,-6.127536,106.763682,-6.192915894,106.820339,"Great food, definitely coming back."
1119,User1119,30,Male,80.2,Dessert,McDonald's,42.87143883,250,8,-6.199056,106.765893,-6.191438909,106.8429918,"Terrible experience, food was awful."
1120,User1120,46,Female,21.43,Dessert,Mi Gacoan,10.14257598,88,9,-6.163088,106.817854,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
1121,User1121,18,Female,57.38,Healthy,Starbucks,48.83285549,315,8,-6.178542,106.735407,-6.184808705,106.8234289,The food was bland and tasteless.
1122,User1122,23,Male,71.17,Beverage,Mi Gacoan,29.4987582,133,1,-6.162957,106.856972,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
1123,User1123,56,Female,39.69,Healthy,Starbucks,49.80511909,419,7,-6.161165,106.736585,-6.184808705,106.8234289,The food was delicious and fresh!
1124,User1124,31,Male,79.03,Fast Food,Starbucks,50.68728049,144,9,-6.149069,106.739084,-6.184808705,106.8234289,"Not worth the price, very disappointing."
1125,User1125,40,Male,63.94,Fast Food,Starbucks,34.0318714,451,5,-6.140807,106.866427,-6.184808705,106.8234289,"Terrible experience, food was awful."
1126,User1126,42,Male,10,Beverage,McDonald's,25.01781466,51,9,-6.160251,106.875744,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
1127,User1127,44,Male,22.41,Dessert,KFC,46.59509756,349,11,-6.109896,106.805898,-6.192915894,106.820339,"Great food, definitely coming back."
1128,User1128,23,Female,61.04,Dessert,Burger King,75.62750803,382,1,-6.171974,106.714845,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
1129,User1129,36,Male,6.85,Healthy,KFC,65.60764209,316,14,-6.118489,106.72801,-6.192915894,106.820339,"Terrible experience, food was awful."
1130,User1130,62,Female,7.16,Beverage,Mi Gacoan,46.75271273,54,6,-6.1936,106.888189,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
1131,User1131,64,Male,60.05,Fast Food,Mi Gacoan,37.14379321,92,11,-6.115976,106.776473,-6.17657643,106.8054332,"Poor quality, not worth the money."
1132,User1132,46,Male,76.77,Healthy,Mi Gacoan,39.58989675,19,13,-6.140423,106.867182,-6.17657643,106.8054332,"Terrible experience, food was awful."
1133,User1133,21,Male,47.78,Fast Food,JCo,32.04532198,313,5,-6.164118,106.778111,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
1134,User1134,41,Male,18.65,Fast Food,McDonald's,40.34843937,2,10,-6.119374,106.854448,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
1135,User1135,27,Female,70.83,Healthy,Burger King,50.4295347,47,12,-6.105648,106.827195,-6.194020442,106.8497223,"Terrible experience, food was awful."
1136,User1136,69,Female,69.45,Dessert,JCo,9.301600506,336,6,-6.193227,106.808125,-6.200214681,106.8234153,"Not worth the price, very disappointing."
1137,User1137,23,Female,24.01,Fast Food,KFC,42.12515458,461,0,-6.151312,106.75657,-6.192915894,106.820339,"Terrible experience, food was awful."
1138,User1138,44,Male,29.75,Beverage,Burger King,48.19421737,184,12,-6.109358,106.870423,-6.194020442,106.8497223,"Great food, definitely coming back."
1139,User1139,51,Female,35.56,Dessert,KFC,41.12510471,148,11,-6.146429,106.762329,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1140,User1140,19,Female,17.91,Fast Food,JCo,13.33414917,285,11,-6.188951,106.802109,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
1141,User1141,50,Male,90.39,Dessert,KFC,67.4176336,277,11,-6.135546,106.712843,-6.192915894,106.820339,"Great food, definitely coming back."
1142,User1142,38,Female,12.69,Dessert,Starbucks,40.09918207,225,4,-6.131345,106.774472,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
1143,User1143,65,Male,74.55,Healthy,JCo,47.71495555,224,0,-6.130781,106.874613,-6.200214681,106.8234153,Very tasty and well-prepared.
1144,User1144,45,Male,10.06,Healthy,Mi Gacoan,13.51544867,243,9,-6.198387,106.816459,-6.17657643,106.8054332,The food was delicious and fresh!
1145,User1145,60,Female,19.82,Dessert,Starbucks,65.21647871,264,19,-6.102331,106.73919,-6.184808705,106.8234289,"Terrible experience, food was awful."
1146,User1146,30,Male,47.3,Fast Food,JCo,43.48405877,390,7,-6.125837,106.848939,-6.200214681,106.8234153,Very tasty and well-prepared.
1147,User1147,49,Male,5.59,Beverage,McDonald's,51.59160311,390,9,-6.113497,106.791744,-6.191438909,106.8429918,"Not worth the price, very disappointing."
1148,User1148,63,Female,21.81,Fast Food,Starbucks,48.23435722,465,18,-6.111473,106.776231,-6.184808705,106.8234289,"Poor quality, not worth the money."
1149,User1149,45,Female,57.34,Healthy,Starbucks,41.78515764,349,9,-6.166376,106.896656,-6.184808705,106.8234289,"Not worth the price, very disappointing."
1150,User1150,21,Female,72.97,Healthy,KFC,36.1326157,342,15,-6.159613,106.764161,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1151,User1151,69,Female,77.45,Fast Food,McDonald's,46.29947165,407,15,-6.110217,106.822653,-6.191438909,106.8429918,The food was bland and tasteless.
1152,User1152,38,Male,49.44,Fast Food,McDonald's,47.87069623,413,5,-6.125282,106.787195,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
1153,User1153,28,Male,60.96,Fast Food,KFC,27.71815224,379,13,-6.145798,106.837437,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1154,User1154,69,Female,42.83,Healthy,McDonald's,39.9313075,155,6,-6.125393,106.872177,-6.191438909,106.8429918,The food was bland and tasteless.
1155,User1155,27,Male,73.24,Fast Food,McDonald's,30.44442842,139,0,-6.197672,106.788329,-6.191438909,106.8429918,The food was bland and tasteless.
1156,User1156,23,Male,48.13,Fast Food,Mi Gacoan,60.18902385,345,1,-6.11752,106.714072,-6.17657643,106.8054332,"Not worth the price, very disappointing."
1157,User1157,31,Female,41.13,Fast Food,Mi Gacoan,60.19243687,384,8,-6.104601,106.887031,-6.17657643,106.8054332,The food was bland and tasteless.
1158,User1158,58,Male,73.18,Fast Food,Burger King,20.77031175,190,15,-6.169887,106.82096,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
1159,User1159,35,Female,87.57,Dessert,Burger King,61.51295178,411,12,-6.183984,106.739016,-6.194020442,106.8497223,"Not worth the price, very disappointing."
1160,User1160,63,Female,28.6,Beverage,KFC,68.03205039,167,3,-6.118545,106.722406,-6.192915894,106.820339,The food was bland and tasteless.
1161,User1161,43,Male,88.31,Fast Food,Mi Gacoan,41.14341606,141,6,-6.183264,106.879481,-6.17657643,106.8054332,The food was bland and tasteless.
1162,User1162,21,Female,70.99,Healthy,Mi Gacoan,11.62253837,11,9,-6.180056,106.826146,-6.17657643,106.8054332,"Terrible experience, food was awful."
1163,User1163,18,Female,93.37,Dessert,McDonald's,11.13398788,342,3,-6.171321,106.842136,-6.191438909,106.8429918,"Poor quality, not worth the money."
1164,User1164,32,Female,67.33,Dessert,JCo,49.23583698,0,3,-6.136608,106.885678,-6.200214681,106.8234153,The food was bland and tasteless.
1165,User1165,32,Male,35.16,Healthy,JCo,45.59359511,120,3,-6.156632,106.753474,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
1166,User1166,41,Female,89.18,Beverage,Mi Gacoan,47.2539521,211,8,-6.15584,106.88827,-6.17657643,106.8054332,The food was delicious and fresh!
1167,User1167,24,Male,52.03,Healthy,Starbucks,20.06324449,201,3,-6.157527,106.847332,-6.184808705,106.8234289,Very tasty and well-prepared.
1168,User1168,33,Male,28.42,Healthy,Mi Gacoan,37.93474015,90,14,-6.182564,106.873722,-6.17657643,106.8054332,The food was bland and tasteless.
1169,User1169,23,Female,95.34,Healthy,Starbucks,32.59351438,155,16,-6.192985,106.881759,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
1170,User1170,18,Male,58.96,Beverage,Mi Gacoan,55.05999545,77,19,-6.145552,106.710892,-6.17657643,106.8054332,"Terrible experience, food was awful."
1171,User1171,57,Male,63.49,Dessert,JCo,31.69660807,325,11,-6.144595,106.837279,-6.200214681,106.8234153,The food was bland and tasteless.
1172,User1172,25,Female,73.26,Fast Food,Starbucks,67.45503024,18,15,-6.152538,106.705878,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
1173,User1173,35,Female,33.07,Healthy,Mi Gacoan,12.58319949,275,7,-6.18545,106.826372,-6.17657643,106.8054332,"Terrible experience, food was awful."
1174,User1174,50,Female,16.26,Fast Food,Mi Gacoan,2.498181848,287,5,-6.172059,106.805507,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
1175,User1175,47,Male,81.48,Dessert,KFC,20.67419719,436,13,-6.176614,106.786717,-6.192915894,106.820339,"Terrible experience, food was awful."
1176,User1176,49,Male,46.28,Dessert,Burger King,66.97420973,334,5,-6.165408,106.732121,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
1177,User1177,33,Female,22.05,Healthy,JCo,55.70220049,395,10,-6.108915,106.865955,-6.200214681,106.8234153,"Not worth the price, very disappointing."
1178,User1178,29,Female,37.77,Healthy,KFC,25.26814566,284,9,-6.19547,106.774748,-6.192915894,106.820339,"Terrible experience, food was awful."
1179,User1179,61,Male,70.64,Dessert,Mi Gacoan,37.05780401,21,8,-6.194451,106.869974,-6.17657643,106.8054332,The food was bland and tasteless.
1180,User1180,49,Male,68.78,Beverage,Mi Gacoan,49.50684247,58,1,-6.129395,106.881462,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
1181,User1181,36,Male,25.87,Beverage,Mi Gacoan,59.45002875,114,1,-6.140957,106.704074,-6.17657643,106.8054332,"Great food, definitely coming back."
1182,User1182,61,Male,34.68,Dessert,KFC,65.64690505,280,16,-6.171982,106.703569,-6.192915894,106.820339,The food was delicious and fresh!
1183,User1183,56,Female,84.33,Healthy,JCo,19.87868871,117,11,-6.186803,106.856745,-6.200214681,106.8234153,"Terrible experience, food was awful."
1184,User1184,40,Female,45.02,Fast Food,JCo,45.21338817,362,15,-6.141448,106.766605,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
1185,User1185,25,Male,40.47,Fast Food,JCo,45.4810461,67,12,-6.15977,106.75185,-6.200214681,106.8234153,"Great food, definitely coming back."
1186,User1186,53,Male,79.98,Healthy,Burger King,53.60053472,459,10,-6.114123,106.794875,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
1187,User1187,37,Male,49.52,Healthy,JCo,62.58427246,383,10,-6.191308,106.710669,-6.200214681,106.8234153,"Great food, definitely coming back."
1188,User1188,23,Female,81.05,Fast Food,JCo,40.87232219,278,19,-6.171458,106.755374,-6.200214681,106.8234153,Very tasty and well-prepared.
1189,User1189,67,Male,98.26,Beverage,McDonald's,52.91595023,420,2,-6.149009,106.757283,-6.191438909,106.8429918,"Not worth the price, very disappointing."
1190,User1190,18,Male,89.72,Healthy,JCo,38.91856117,303,10,-6.146271,106.77824,-6.200214681,106.8234153,"Not worth the price, very disappointing."
1191,User1191,61,Male,5.23,Fast Food,Burger King,36.58849686,313,9,-6.128308,106.841949,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
1192,User1192,19,Male,77.1,Beverage,Mi Gacoan,57.68889817,52,4,-6.157498,106.702946,-6.17657643,106.8054332,The food was bland and tasteless.
1193,User1193,68,Female,86.3,Beverage,McDonald's,74.97663414,41,2,-6.137527,106.718677,-6.191438909,106.8429918,The food was bland and tasteless.
1194,User1194,32,Male,32.42,Healthy,Starbucks,69.4594724,473,5,-6.131578,106.709742,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
1195,User1195,36,Male,47.41,Healthy,McDonald's,84.11697882,99,7,-6.114386,106.711934,-6.191438909,106.8429918,The food was delicious and fresh!
1196,User1196,59,Female,57.45,Healthy,Burger King,56.74889705,336,12,-6.105352,106.798083,-6.194020442,106.8497223,The food was bland and tasteless.
1197,User1197,24,Female,89.74,Healthy,JCo,30.96213586,164,3,-6.163164,106.865367,-6.200214681,106.8234153,"Terrible experience, food was awful."
1198,User1198,54,Male,65.3,Dessert,Starbucks,23.03633851,115,6,-6.176117,106.864141,-6.184808705,106.8234289,"Excellent taste, worth every penny!"
1199,User1199,61,Male,63.16,Fast Food,Mi Gacoan,26.36797476,414,5,-6.18737,106.759021,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
1200,User1200,67,Male,22.9,Beverage,Burger King,38.28806346,378,2,-6.126563,106.834103,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
1201,User1201,50,Male,63.46,Beverage,KFC,30.92181228,486,9,-6.141072,106.79939,-6.192915894,106.820339,"Excellent taste, worth every penny!"
1202,User1202,29,Male,42.89,Beverage,Starbucks,67.64610312,285,2,-6.154228,106.705071,-6.184808705,106.8234289,"Terrible experience, food was awful."
1203,User1203,41,Male,84.19,Fast Food,JCo,65.4392625,55,1,-6.126951,106.730548,-6.200214681,106.8234153,"Great food, definitely coming back."
1204,User1204,42,Male,24.07,Dessert,Starbucks,23.70520793,280,2,-6.174792,106.86508,-6.184808705,106.8234289,"Great food, definitely coming back."
1205,User1205,68,Female,44.66,Beverage,KFC,66.00001912,494,18,-6.137386,106.714768,-6.192915894,106.820339,"Terrible experience, food was awful."
1206,User1206,26,Female,14.06,Dessert,KFC,51.74459864,187,17,-6.103292,106.847243,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1207,User1207,37,Male,34.35,Dessert,McDonald's,77.73558338,252,6,-6.100108,106.736205,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
1208,User1208,20,Female,74.52,Fast Food,Mi Gacoan,65.62248331,477,3,-6.100517,106.71441,-6.17657643,106.8054332,"Terrible experience, food was awful."
1209,User1209,68,Female,49.88,Healthy,Burger King,70.41431534,258,13,-6.10086,106.762975,-6.194020442,106.8497223,The food was bland and tasteless.
1210,User1210,46,Male,41.07,Fast Food,Burger King,38.23321526,410,12,-6.153709,106.793589,-6.194020442,106.8497223,"Terrible experience, food was awful."
1211,User1211,56,Male,46.14,Beverage,Mi Gacoan,22.00744069,42,7,-6.163551,106.767855,-6.17657643,106.8054332,"Great food, definitely coming back."
1212,User1212,64,Female,9.32,Beverage,KFC,41.36344807,123,0,-6.170984,106.891801,-6.192915894,106.820339,"Terrible experience, food was awful."
1213,User1213,61,Female,81.78,Fast Food,JCo,20.65144803,258,1,-6.166175,106.808058,-6.200214681,106.8234153,"Poor quality, not worth the money."
1214,User1214,51,Female,13.41,Healthy,Starbucks,17.16040171,229,10,-6.166583,106.848528,-6.184808705,106.8234289,"Terrible experience, food was awful."
1215,User1215,31,Male,99.33,Fast Food,JCo,65.41087666,48,4,-6.182245,106.706583,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
1216,User1216,63,Female,58.03,Dessert,KFC,34.32579524,317,16,-6.178438,106.880658,-6.192915894,106.820339,"Excellent taste, worth every penny!"
1217,User1217,51,Female,87.5,Dessert,Mi Gacoan,43.86177382,39,10,-6.171171,106.884509,-6.17657643,106.8054332,Very tasty and well-prepared.
1218,User1218,28,Female,7.46,Dessert,JCo,47.11199728,275,3,-6.117619,106.844316,-6.200214681,106.8234153,The food was delicious and fresh!
1219,User1219,69,Male,64.84,Beverage,Burger King,8.783626184,425,10,-6.185939,106.836057,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
1220,User1220,41,Male,15.62,Dessert,Mi Gacoan,25.14869804,372,10,-6.154457,106.845141,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
1221,User1221,31,Female,92.27,Fast Food,Mi Gacoan,18.07321049,219,13,-6.171236,106.773213,-6.17657643,106.8054332,Very tasty and well-prepared.
1222,User1222,69,Male,40.18,Fast Food,Mi Gacoan,56.80318146,471,12,-6.186067,106.703225,-6.17657643,106.8054332,"Great food, definitely coming back."
1223,User1223,64,Female,32.08,Beverage,McDonald's,36.32755646,95,6,-6.133349,106.812326,-6.191438909,106.8429918,"Poor quality, not worth the money."
1224,User1224,48,Female,18.1,Dessert,Mi Gacoan,32.8926087,210,4,-6.196083,106.74928,-6.17657643,106.8054332,"Great food, definitely coming back."
1225,User1225,18,Male,15.78,Beverage,Burger King,71.77051328,21,4,-6.138445,106.732521,-6.194020442,106.8497223,"Terrible experience, food was awful."
1226,User1226,61,Male,84.89,Dessert,Burger King,22.89799678,301,3,-6.199285,106.890766,-6.194020442,106.8497223,The food was delicious and fresh!
1227,User1227,25,Female,20.83,Dessert,Burger King,47.77912641,469,17,-6.126414,106.795953,-6.194020442,106.8497223,"Not worth the price, very disappointing."
1228,User1228,21,Male,42.22,Beverage,McDonald's,42.48483226,155,0,-6.163561,106.771451,-6.191438909,106.8429918,The food was delicious and fresh!
1229,User1229,64,Male,96.39,Dessert,KFC,7.653642505,339,11,-6.196952,106.807109,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
1230,User1230,18,Male,38.14,Beverage,KFC,30.66784116,465,12,-6.161156,106.774906,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
1231,User1231,49,Female,26.38,Healthy,Burger King,12.76216687,49,13,-6.197026,106.826856,-6.194020442,106.8497223,The food was bland and tasteless.
1232,User1232,26,Female,60.35,Dessert,McDonald's,20.44198897,451,19,-6.159539,106.824321,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
1233,User1233,21,Male,51.64,Healthy,Starbucks,14.80337913,189,4,-6.16025,106.812778,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
1234,User1234,29,Female,35.04,Fast Food,KFC,46.96203675,370,6,-6.119202,106.778188,-6.192915894,106.820339,"Terrible experience, food was awful."
1235,User1235,41,Female,88.14,Fast Food,KFC,48.81691544,271,5,-6.117154,106.775049,-6.192915894,106.820339,"Not worth the price, very disappointing."
1236,User1236,38,Male,48.98,Fast Food,McDonald's,21.39063622,282,3,-6.166727,106.813252,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
1237,User1237,19,Male,74.88,Fast Food,Starbucks,72.31403202,266,1,-6.135579,106.702369,-6.184808705,106.8234289,"Poor quality, not worth the money."
1238,User1238,24,Female,42.89,Fast Food,McDonald's,49.14616425,465,3,-6.192863,106.754191,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
1239,User1239,64,Female,40.52,Healthy,Starbucks,66.06095403,190,11,-6.126543,106.719216,-6.184808705,106.8234289,The food was delicious and fresh!
1240,User1240,22,Male,48.44,Beverage,Burger King,32.43925451,250,1,-6.138889,106.869765,-6.194020442,106.8497223,Very tasty and well-prepared.
1241,User1241,60,Male,39.44,Dessert,McDonald's,72.49830687,386,7,-6.135278,106.724613,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
